"40fe1";"#c0#Speak to Nurse";
"40ff9";"#c1#  What will you do?";
41017;"She should be back soon, then.
Now I can finally relax!";
41055;"You saw Lilia? Oh, thank the Goddesses
she's all right!";
41093;"Don't worry, though... Lilia's doing
just fine. I'm sure of it. She may not
seem it, but she's a strong one!";
41107;"She said she wanted to find a better
gift for you than just herbs...but I
think she's already given you her heart.";
41181;"Lilia said she was going out to see
you...so I'm sure she's not far off.
And she's probably okay.";
"411e9";"Well, look who it is. You certainly
seem to be doing well. I almost didn't
recognize you! You're quite the fighter.";
41263;"Has someone you know been stricken?";
"4128d";"Well, let's see... I can't say for sure
without seeing the patient...and curses
aren't really my area of expertise...";
41309;"Hmm? Treatment for petrification?";
41331;"Now she's missing, and we're all kicking
ourselves for being so dense...";
41381;"She seemed to be in high spirits, as
usual, so no one thought to stop her
when she headed for the village gate.";
"413f7";"Lilia was feeling better, so she'd been
helping out a lot around the clinic.";
"4144b";"This will completely cure Lilia's
illness. You know, I never grow tired
of telling people good news like that!";
"414c1";"#c0#Nothing";
"414d3";"#c0#Roda Fruit";
"414e9";"#c0#Celceta Flower";
41501;"#c1#What shall we discuss?";
41523;"#c0#Nothing";
41535;"#c0#Lilia's Medicine";
41551;"#c0#Roda Fruit";
41567;"#c0#Celceta Flower";
"4157f";"#c1#What shall we discuss?";
"415a1";"I wonder why that would be...";
"415c5";"On another note, don't you think it's
starting to get unseasonably warm?";
41615;"Lilia's okay? You found her?! Ahhhh,
the power of love comes through once
more!";
"4166b";"I can't help worrying about her...";
41695;"I mean, she's a strong-willed little
spitfire, so her illness alone won't
keep her down...but still...";
41703;"Adol, you've been all over Ys at this
point, right? You wouldn't happen to
have seen Lilia anywhere, would you?";
41779;"That sounds more like a curse than an
illness. I don't think medicine will do
the trick!";
"417d9";"You're looking for a medicine to cure
someone who's been turned to stone, you
say?!";
41833;"What's that you say?";
"4184f";"If it were a disease, then sure, I could
do something about it...but a curse?
Sorry. I wish I could be more helpful.";
"418cb";"I sure hope she's okay out there...";
"418f5";"I swear, that girl... She's just started
feeling better, and here she goes off
into the demon-infested wilderness!";
"4196f";"Lilia left the village a while ago, and
has yet to return.";
"419b1";"What EVER will you do...?";
"419d1";"And a sense of gratitude like that can
easily develop into feelings of love...";
"41a27";"She owes you her life, Adol.";
"41a4b";"Praise the Goddesses that Lilia has been
cured!";
"41a81";"Splendid! Absolutely splendid!";
"41aa7";"So Lilia's been cured?";
"41ac5";"If we could get the ingredients we need,
I'd be able to prepare medicine for her.";
"41b1d";"She's never done anything to deserve
this...";
"41b51";"Lilia is such a sweet young girl.";
"41b79";"I'll say this about you, Adol: You've
got courage well beyond your years.
Please, rescue Dr. Flair, won't you?";
"41bef";"Have you found the doctor yet? ...Still
trapped, is he? I see... Well, at least
we know he's uninjured.";
"41c5d";"You'll need the elder's permission to
enter, too, so be sure to pay him a
visit before you leave.";
"41cc5";"#c2#Rasteenie Mine#c# is a dangerous place,
so don't push your luck. If you get
hurt, turn back!";
"41d2d";"I beg you, Adol. Anything you can do to
save Dr. Flair would be a blessing...";
"41d81";"Dr. Flair isn't in at the moment, so try
not to get yourself too banged up, okay?";
"41dd9";"What's wrong, Adol?";
"41df3";"Honestly, Adol... There's nothing wrong
with you, I promise!";
"41e37";"...";
"41e41";"Well, if you're really insistent on
being seen right away, I can pull a
few strings. But there WILL be a fee!";
"41eb5";"Though I do understand not wanting to
impose, of course.";
"41ef5";"You can rest at Banoa's house, too,
right? Wounds need time to heal, after
all. A rest would do you good!";
"41f65";"If you stop and rest in the village,
your wounds will gradually heal over
time. Good to keep this in mind!";
"41fd7";"No";
"41fe1";"Yes";
"41fe9";"The bill for treatment
is #c2#20 Gold#c#, okay?";
"4201f";"All right. As you wish, then.";
42043;"You want an Herb? That'll be #c2#30 Gold#c#.";
42077;"#c0#Don't buy";
"4208b";"#c0#Buy";
42097;"Sound good?";
"420a9";"Quickly, take #c2#Lilia's Medicine#c# to her,
right away!";
"420e9";"That flower made it possible to save
Lilia's life...and it's all thanks to
you!";
"4213f";"It won't be long now...";
"4215d";"Excellent work! If I mix this with a
#c2#Roda Fruit#c#, that'll be all we need to
cure Lilia for good!";
"421cb";"The blue Celceta is actually quite
pretty, but it only grows in dark areas,
near water. I bet the mine's got a few.";
42245;"Unfortunately, as the climate changed,
the hillside variety died off. But there
should still be blue Celcetas out there!";
"422c5";"According to legend, the white hillside
variety represents love, while the blue
nocturnal variety represents life.";
"4233f";"Long ago, there were two different
varieties of Celceta Flower.";
42385;"Yeah, it's no easy task. Keep at it,
though!";
"423b9";"So, have you found a #c2#Celceta Flower#c# yet?";
"423ef";"The Roda Fruit was allegedly picked from
those trees, originally. That's why it's
so rare.";
42451;"Supposedly, there were also twin trees
that served the Goddesses. Everything
Ys comes in twos, it seems!";
"424c1";"Once, the land of Ys was watched over by
twin Goddesses, who represented the twin
moons that circle this world.";
42537;"You actually found a Roda Fruit?!";
"4255f";"Wow, really?!";
42573;"You know, Adol, seeing how hard you work
makes me think that you must channel the
strength of the Goddesses themselves.";
"425f1";"If that's true, then you might still be
able to find some there.";
42639;"I've heard that people used to pick them
in the #c2#Ruins of Moondoria#c#.";
"4268b";"The Roda Fruit calms the mind and
soothes the heart. It's almost like
it restores a person's will to live.";
"426fd";"But Lilia absolutely needs this
medicine. Without it, she simply
can't survive.";
42753;"One is a #c2#Celceta Flower#c#, and the other
is a #c2#Roda Fruit#c#. And unfortunately,
neither is easy to come by these days.";
"427d9";"In order to cure Lilia, we'll need two
ingredients.";
42813;"Something's been whipping the demons
outside the village into a frenzy
lately. So watch yourself out there!";
42885;"We'll do what we can for Lilia.
I know you will, too.";
"428c1";"Dr. Flair's having enough trouble with
expenses as it is. I mean, we're trying
to make a living here! I'm very sorry.";
"4293d";"Um, Adol... I don't mean to sound
callous, but I can't treat you if
you won't pay the fee.";
"4299f";"Hahaha... Sorry about that.";
"429c1";"Let's get you all patched up!";
"429e5";"There, all better. Try to be a bit more
careful, though, okay? It's like you're
running right into the demons, head on!";
"42a63";"Herbs are a valuable commodity these
days. If you already have one, I can't
in all good conscience sell you another.";
"42adf";"Don't you think you have enough?";
"42b07";"The nurse tends to come off a bit harsh,
no? She needs to work on that bedside
manner of hers!";
"42b6d";"Dr. Flair's having enough trouble with
expenses as it is. I mean, we're trying
to make a living here! I'm very sorry.";
"42be9";"I don't mean to seem callous, but I
can't just waive the bill. This IS a
business, after all!";
"42c4d";"I'm afraid you don't have enough money,
Adol.";
"42c81";"Oh-ho-ho... My apologies, my apologies!";
"42caf";"We'll begin mixing the cure right away.
Please wait just a bit, would you?";
"42d01";"You made it in plenty of time, too.
She'll be just fine, I'm sure of it!";
"42d51";"You did it, Adol! With the Celceta and
the Roda Fruit, I can finally mix the
medicine Lilia so desperately needs!";
"42dc9";"Tell her to have Lilia drink it.";
"42df1";"...Done! Please, take this to Banoa,
right away!";
"42e29";"Quickly, now. We may have plenty of
time, but that's no reason to dilly-
dally! Get it over to Banoa, a.s.a.p.!";
"42e9f";"This will completely cure Lilia's
illness. You know, I never grow tired
of telling people good news like that!";
"42f15";"Tell her to have Lilia drink it.";
"42f3d";"...Done! Please, take this to Banoa,
right away!";
"42f75";"Quickly, now. We may have plenty of
time, but that's no reason to dilly-
dally! Get it over to Banoa, a.s.a.p.!";
"42feb";"This will completely cure Lilia's
illness. You know, I never grow tired
of telling people good news like that!";
43065;"Anyway, that should do it.
Have a nice day, little guy!";
"430a7";"You can't subsist on nuts and
berries alone. You need to get
some protein in your diet, too!";
"4310f";"Tsk, tsk... You really should think
more about nutrition. You're clearly
not eating very well!";
43179;"Hold still, now...";
43197;"Since you're here, I might
as well give you a checkup.";
"431d9";"But you're certainly no demon...
You're just a little cutie! Who's a
little cutie? You are! Yes you are!";
"4324d";"Ah, it's a Roo. Lost your way, little
fellow? You had me thinking the demons
had come attacking!";
"432b9";"Hmm?";
"432c9";"Just to clarify, you DO need more
protein, but humans are NOT a good
source for that. Just...so you know.";
43339;"Take care out there!";
43355;"I'm gonna hug you and kiss you and love
you forever and ever and ever!";
"433a3";"Ohhhh, you're SOOOOOOO CUTE!";
"433c7";"Take care!";
"433d9";"...Will you accept my devotion?";
"433ff";"In...in place of my life...";
43421;"Yikes!";
"4342f";"Oh, you found my brother? He's
safe? That's wonderful news!";
43471;"I'm so relieved just knowing
that he's okay.";
"434a5";"You're heading off to rescue him
now, are you? Well, good luck!";
"434eb";"Please, Adol! Will you
go and help my brother?";
43521;"#c0#No";
"4352f";"#c0#Yes";
"4353b";"#c1#Agree to help?";
43555;"Please, Adol, bring my brother
back safely from the ruins!";
43597;"I'm so worried...";
"435af";"Thank you!";
"435c1";"All right! Go, Banoa! With two of us
pressuring you to find him, you really
have no choice but to give in!";
43633;"What's that? Banoa asked you
to deliver a letter to my
brother?";
43679;"I don't have much to give, but please,
use this to buy some new equipment.";
"436cb";"We're counting on you, Adol.
Show us what you're made of!";
"4370b";"He won't let you in without the elder's
permission. So you may wish to drop by
the elder's house before you go.";
43781;"You'll find Astal guarding
the entrance to the Ruins.";
"437bd";"Oh, and Adol... Just so you know...";
"437e7";"Please, Adol, I beg of you! Don't leave
us out to dry like this! We NEED you!";
"4383b";"You...won't help? But...you're the
hero! Isn't it your solemn duty?!";
43887;"Oh...th-this is terrible! Just awful!";
"438b3";"What's with all the
shouting, Leonor?";
"438df";"It's a carrier pigeon that just arrived,
with a note from Dr. Flair...";
"4392d";"It's...";
"4393f";"#c0#'There was a cave-in at the
Rasteenie Mine. The rocks have
blocked the passage, and I'm
trapped. I can only pray this
bird makes it back with my
letter. If you're reading this,
please send help!'";
"43a0d";"This is terrible! You mean to
tell me that Dr. Flair is trapped
in the abandoned Rasteenie Mine?!";
"43a75";"So it would seem. I don't
know what to do...";
"43aa9";"There's nothing I
can do to help...
I'm powerless!";
"43ae3";"I'd be completely lost down in that
mine, and the demons would overpower
me in a second!";
"43b43";"...Wait! We have a swordsman
among us!";
"43b71";"Please, I beg of you! Rescue
my brother! We need him here,
now more than ever!";
"43bc7";"Adol, won't you please go to
Dr. Flair's aid?!";
"43bfd";"Yes, Adol, please! It would mean a
great deal to me, as well!";
"43c41";"#c0#No";
"43c4f";"#c0#Yes";
"43c5b";"#c1#Agree to help?";
"43c75";"Leave";
"43c81";"Buy items";
"43c91";"Talk to Jade";
"43ca3";"What would you like?";
"43cbf";"I'll make sure I set one of everything
aside for you, so if you should change
your mind, you know where I'll be.";
"43d37";"I'll make sure I set one of everything
aside for you, so if you should change
your mind, you know where I'll be.";
"43daf";"My offer stands, so if you should change
your mind, you know where I'll be.";
"43e01";"I must say, I'm utterly stunned...
I never imagined something so sig-
nificant would happen in my lifetime.";
"43e73";"I just heard... Is it true? Has Ys
really fallen back to the surface?";
"43ebf";"Of course, she's run off somewhere at
this point. And honestly, I am a bit
concerned about that!";
"43f27";"...There is one girl, isn't there?";
"43f51";"Is there anyone special in your life,
Adol?";
"43f83";"...Oh, yeah, do you know Kate? She's
the woman outside who won't shut her
trap, no matter what.";
"43fe9";"Now, if it were my wife out there,
it's the DEMONS I'd be worried about.
She'd give 'em one hell of a talking to!";
44061;"Don't you feel the same way? It's
as if she's being watched over by
a guardian angel...";
"440bf";"I'm not sure why, really, but I do.";
"440e9";"Events of late have been simply
dreadful. Yet...somehow, I believe
Lilia will be all right.";
"4414b";"It's good to hear she's doing better,
though.";
"4417f";"You never would have known,
to look at her.";
"441b1";"I heard that Banoa's daughter, Lilia,
got herself sick. I had no idea!";
"441ff";"There just seem to be more and more
demons with every passing week. It's...
peculiar, is what it is!";
"4426b";"How do things look outside these days?";
44299;"It's made a dent in our profits, but
Flair's much better at meeting demand
than I ever was.";
"442fb";"I don't mind, though. Really, it's more
convenient this way.";
"4433f";"I used to keep Herbs in stock, but there
hasn't been much point since Flair built
his clinic.";
"443a3";"The rest... Well, you might find
something to buy. Depends on what
you need, I suppose.";
44401;"No real must-buys, but the Wing is a
pretty indispensable tool for travelers.
Best not to leave town without one!";
44479;"Can't say I've got the best stock in
the world or anything, but then...who
does, in these trying times?";
"444e7";"Quit";
"444f3";"Elixir";
44501;"Marle Flower";
44515;"Apple";
44521;"Wing";
"4452b";"What would you like
to buy?";
"4454d";"Quit";
44559;"Iron Ore";
44569;"Roda Fruit";
"4457b";"Marle Flower";
"4458d";"What'll it be?";
"445a3";"Thank you.";
"445b5";"It's #c2#100 Gold#c#. How about it?";
"445df";"Use it, rest up, then get right back
out in the fray!";
"4461b";"If you're ever lost in an area full of
demons, you'll be glad to have one of
these on hand.";
"4467d";"It's basically designed to make narrow
escapes from tight situations.";
"446c9";"This is a magic item that'll instantly
teleport you back to any town you've
previously visited.";
"4472f";"Don't buy";
"4473f";"Buy";
44747;"Do you want it?";
"4475d";"You can come back and buy another after
you've used the one you have.";
"447a9";"You already have a Wing, it seems.
Why not save this for someone who
needs it more?";
44803;"Not to say profits are foremost on my
mind or anything, but I do have to make
a living. I hope you can understand.";
"4487d";"Thank you very mu-- Wait. Sir, I'm
afraid you don't have enough money!";
"448cb";"Oh, you're buying one?";
"448e9";"All I'm asking for it is #c2#10 Gold#c#.
Not a bad price, you know!";
44933;"It'll pep you up if you're feeling
hungry, and it's also a great gift
for the ladies. What do you say?";
"449a1";"It's an apple, at the peak of ripeness.
Looks delicious, doesn't it?";
"449ed";"Don't buy";
"449fd";"Buy";
"44a05";"Do you want it?";
"44a1b";"I appreciate your business, sir, but you
can't carry any more apples.";
"44a67";"Not to say profits are foremost on my
mind or anything, but I do have to make
a living. I hope you can understand.";
"44ae1";"Thank you very mu-- Wait. Sir, I'm
afraid you don't have enough money!";
"44b2f";"Oh, you're buying one?";
"44b4d";"It's a bargain at #c2#10 Gold#c#.
What do you say?";
"44b87";"I'm betting anyone would love for you
to give them one!";
"44bc5";"It has no medicinal effect, but flowers
have a certain magic about them all
their own. They make great gifts.";
"44c39";"To be honest, it's just an ordinary
flower...dug up out in the field and
raised from a sprout.";
"44c9f";"Don't buy";
"44caf";"Buy";
"44cb7";"Do you want it?";
"44ccd";"You've already got a few specimens, it
seems. I don't think you should hog
them all!";
"44d29";"Not to say profits are foremost on my
mind or anything, but I do have to make
a living. I hope you can understand.";
"44da3";"Thank you very mu-- Wait. Sir, I'm
afraid you don't have enough money!";
"44df1";"Oh, you're buying one?";
"44e0f";"It was truly the pride and joy of my
shop. In a way, I actually have a bit
of seller's remorse. I wish I'd kept it!";
"44e89";"Have you forgotten? You already bought
the only one I had.";
"44ecb";"#c2#60,000 Gold#c# is what I'm asking.";
"44ef9";"If I had to, I suppose I could sell it,
though I've priced it well out of the
range of most sane individuals.";
"44f6d";"Quite the miracle drug, it is... It'll
bring you back to life after suffering
a mortal wound.";
"44fd1";"In fact, it's the only one of its kind
in all the world. I'm legitimately
proud to own it!";
45033;"I put it out more for bragging rights
than to actually sell it.";
45079;"I know I said before that I had no real
must-buys here...but that's because this
little vial is priceless to me!";
"450f1";"Ah, you have a keen eye, sir. This is
something of true worth. I'd even go
so far as to call it my pride and joy!";
45169;"Don't buy";
45179;"Buy";
45181;"Can you handle that?";
"4519d";"Such a crazy price...";
"451b9";"See? You're sane, so it's out of your
price range. The system works!";
45205;"It pains me to sell it, but I'm
impressed by your dedication.
Use it well, young man!";
45261;"You must really have been saving up!";
"4528d";"I...I can't believe it. You actually
bought it!";
"452c3";"How can you sell me something you don't
have? Mind games don't work on me!";
45315;"If you please, sir.";
"4532f";"A Marle Flower, eh? Well, the blossom is
in good shape, and the root's intact.
I'll give you #c2#5 Gold#c# for it.";
"453a9";"Don't sell";
"453bb";"Sell";
"453c5";"Will you sell it?";
"453dd";"Pleasure doing business with you!";
45405;"How can you sell me something you don't
have? Mind games don't work on me!";
45457;"If you please, sir.";
45471;"Well, well, it's a Roda Fruit. Where in
Ys did you find it? I'll give you #c2#25 Gold#c#
for it.";
"454d9";"Don't sell";
"454eb";"Sell";
"454f5";"Will you sell it?";
"4550d";"Pleasure doing business with you!";
45535;"How can you sell me something you don't
have? Mind games don't work on me!";
45587;"If you please, sir.";
"455a1";"Iron Ore? This should prove quite
useful! I'll give you #c2#1500 Gold#c#
for it.";
"455f9";"Don't sell";
"4560b";"Sell";
45615;"Will you sell it?";
"4562d";"Pleasure doing business with you!";
45655;"I-if you want to buy something,
p-please go to the other side
of the counter...o-okay?";
"456b3";"Oh, sir? I hate to make a fuss, but if
you want to buy something, please go to
the other side of the counter.";
45727;"It's like being in
a cage back here!";
45753;"...It can't get back HERE, right?";
"4577b";"Welcome!";
"4578b";"Come again!";
"4579d";"Leave";
"457a9";"Look at armor";
"457bd";"Look at shields";
"457d3";"Look at swords";
"457e9";"Talk to Zalem";
"457fb";"Don't be shy. Feel free
to look, touch, and even
try on for size!";
45843;"My inventory contains the best equipment
 known to man-- save for Cleria items,
anyway.";
"458a1";"No matter what you're faced with, this
equipment will see you through it.";
"458f1";"That light... It's...absolutely
remarkable...";
45925;"That armor...is made of pure Cleria...";
45953;"Please...may I touch it? I just want to
hold it in my hands! ...It's absolutely
stunning!";
"459b3";"Th-that sword and armor... Are they...
Cleria?!";
"459e9";"Well, I suppose I do have other stuff,
so take a good look around. See what you
can see...";
"45a4b";"I'm relieved, though. I was wondering
what I would do if another shop had
opened with equipment surpassing my own!";
"45ac5";"Hmmm... That's a bit worrisome, then. If
it was found, one must wonder how reli-
able it will be in the heat of battle...";
"45b45";"...Y-you FOUND it?!";
"45b5f";"You've acquired such great equipment...
You must be nearly invincible in it!
Where in the world did you buy it?!";
"45bd7";"I, for one, am glad those days are
behind me. Business has never been
better than it is now...";
"45c3d";"It wasn't that long ago that Ramia was a
much colder village, so I was forced to
wear thicker clothes than I do now.";
"45cb9";"Or do you just like my outfit?";
"45cdf";"Perhaps you only frequent my store
because you're interested in me, hmm?";
"45d2f";"Nice doing business with you. You've
just about bought out the store!";
"45d7b";"Well, I suppose I do have other stuff,
so take a good look around. See what you
can see...";
"45ddd";"Hey, you've got an Iron Shield. That's
a higher-quality item than anything I
have in stock.";
"45e3f";"But if you intend to fight the demons
around these parts, you'll need some
quality equipment to do the deed...";
"45eb5";"I kind of get the feeling that
you're a really great guy.";
"45ef5";"You're a young one, but you certainly do
seem to know your way around a sword.
You look ferocious...like a lion. Rawr!";
"45f73";"Ah, but how could I justify such a
transaction when you seem to have a
better sword than anything I sell?";
"45fe3";"Not that I mind when people browse.
Actually, I rather appreciate having
my wares examined...";
46047;"Nothing";
46055;"Hyper Cutter";
46069;"Talwar";
46077;"Long Sword";
46087;"What's your poison?";
"460a1";"To a swordsman, a sword is an extension
of the spirit, as much as the body.
Best not to be tight-fisted.";
46111;"Nothing";
"4611f";"Hyper Cutter";
46133;"Talwar";
46141;"Long Sword";
46151;"What's your poison?";
"4616b";"Nothing";
46179;"Hyper Cutter";
"4618d";"Talwar";
"4619b";"Long Sword";
"461ab";"What's your poison?";
"461c5";"Ah, but how could I justify such a
transaction when you seem to have
better armor than anything I sell?";
46233;"Not that I mind when people browse.
Actually, I rather appreciate having
my wares examined...";
46297;"Nothing";
"462a5";"Reflex";
"462b3";"Plate Mail";
"462c5";"Breast Plate";
"462d7";"What's your poison?";
"462f1";"You're trusting your life to this
equipment, remember. So choose
wisely!";
46341;"Nothing";
"4634f";"Reflex";
"4635d";"Plate Mail";
"4636f";"Breast Plate";
46381;"What's your poison?";
"4639b";"Nothing";
"463a9";"Reflex";
"463b7";"Plate Mail";
"463c9";"Breast Plate";
"463db";"What's your poison?";
"463f5";"Ah, but how could I justify such a
transaction when you seem to have a
better shield than anything I sell?";
46467;"Not that I mind when people browse.
Actually, I rather appreciate having
my wares examined...";
"464cb";"Nothing";
"464d9";"Large Shield";
"464ed";"Small Shield";
46501;"Wooden Shield";
46513;"What's your poison?";
"4652d";"Take a good look around.";
"4654d";"Nothing";
"4655b";"Large Shield";
"4656f";"Small Shield";
46583;"Wooden Shield";
46595;"What's your poison?";
"465af";"Nothing";
"465bd";"Large Shield";
"465d1";"Small Shield";
"465e5";"Wooden Shield";
"465f7";"What's your poison?";
46611;"Eh? You're gonna buy THIS sword, after
you've come so far? Well, I won't accept
a GP over #c2#1000 Gold#c# for it, then!";
46691;"Don't buy";
"466a1";"Buy";
"466a9";"You want it?";
"466bd";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"4672f";"Sir, you don't seem to have enough gold.";
"4675f";"Hmm, this sword should do you well.
How does #c2#5000 Gold#c# sound?";
"467ab";"Don't buy";
"467bb";"Buy";
"467c3";"You want it?";
"467d7";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
46849;"Sir, you don't seem to have enough gold.";
46879;"This sword is amazing. It'll cut through
anything-- and I do mean anything! It's
a steal at only #c2#10,000 Gold#c#.";
"468f5";"Don't buy";
46905;"Buy";
"4690d";"You want it?";
46921;"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
46993;"Sir, you don't seem to have enough gold.";
"469c3";"Hmm, this should just about suffice for
the demons around here. How does #c2#2000
Gold#c# sound?";
"46a2b";"Don't buy";
"46a3b";"Buy";
"46a43";"You want it?";
"46a57";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"46ac9";"Sir, you don't seem to have enough gold.";
"46af9";"Armor this strong will hold up well
against demon attacks. And for only
#c2#8000 Gold#c#, it can be yours!";
"46b6b";"Don't buy";
"46b7b";"Buy";
"46b83";"You want it?";
"46b97";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"46c09";"Sir, you don't seem to have enough gold.";
"46c39";"Ah, top of the line! Good taste, sir!
Demons could beat on this for 10 minutes
without denting it. It's #c2#16,000 Gold#c#.";
"46cbb";"Don't buy";
"46ccb";"Buy";
"46cd3";"You want it?";
"46ce7";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"46d59";"Sir, you don't seem to have enough gold.";
"46d89";"It's a wooden shield. Not great, but
it's something, at least. #c2#100 Gold#c#
should be fine for it.";
"46df5";"Don't buy";
"46e05";"Buy";
"46e0d";"You want it?";
"46e21";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"46e93";"Sir, you don't seem to have enough gold.";
"46ec3";"I've gotta be honest, this shield may
not hold up in a fight with the demons
around here. Only #c2#1500 Gold#c#, though.";
"46f43";"Don't buy";
"46f53";"Buy";
"46f5b";"You want it?";
"46f6f";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
"46fe1";"Sir, you don't seem to have enough gold.";
47011;"Now we're talkin'! This shield should
prove to be all you need. And best of
all, it's only #c2#6000 Gold#c#!";
47085;"Don't buy";
47095;"Buy";
"4709d";"You want it?";
"470b1";"Sir, you already have that. I'm glad you
like it, but trust me: You don't need
two of them. One is plenty!";
47123;"Sir, you don't seem to have enough gold.";
47153;"Oh? A Roo? How delightful!
You came back!";
47183;"Oh? A Roo? How delightful! I'm afraid
I have no equipment in your size,
though, my friend...";
"471e7";"Welcome! I sell only the finest here!";
47213;"Thank you. Please come again.";
47237;"#c2#Adol was greeted with a sea of smiling
faces. The Goddesses, Lilia and the de-
scendants of the six Priests were there.";
"472b9";"Mister Adol!";
"472cd";"I...I should be happy, but I can't
stop crying...";
47307;"Finally, everyone can live in a world
free from the torment of demons!";
47355;"It'll all be peaceful, like it was
before.";
47387;"Then I heard a shattering sound, and I
knew you'd done it. I knew everything
was going to be all right!";
"473f5";"The whole time you were fighting, I was
praying that you'd be able to banish the
Black Pearl from this world.";
47469;"Priest Hadal was my ancestor. Kind of
cool, huh?";
"474a1";"And guess what? Turns out I'm a
descendant of one of the six
Priests, myself!";
"474f5";"You did it, man!";
"4750d";"If you do, you'll get me started, too.
And then I won't be able to stop!";
"4755d";"Tarf, please don't cry.";
"4757b";"I'm going to build a monument in the
Campanile of Lane to commemorate all
who were sacrificed there.";
"475e7";"...Peace has returned, but at the cost
of more lives than I'd care to imagine.";
"4763d";"I'm sure the only reason I'm still alive
after the sacrificial ceremony is
because of the Priest's bracelet.";
"476b1";"Darm knew what the Goddesses were
planning, and he feared they might
succeed. As well he should've!";
"4771b";"The demons offered up sacrifices in
hopes of tracking down and killing the
descendants of the Priests.";
47789;"My name is Maria Mesa. The blood of
Priest Mesa runs through my veins.";
"477d7";"In any case, I can't wait to get back
home. Now that the Shrine's free of
demons, old man Regg'll flip his lid!";
"4784d";"I know I'm babbling...but I'm just so
excited!";
47883;"...Oh, I'm sorry.";
"4789b";"It's amazing... At long last, Ys has
been set free of its ancient curse. It's
like a whole new beginning for us.";
47913;"I knew you'd be the one to guide us...
the one to lead us into a new age of
peace and prosperity.";
"4797b";"When I first met you in Ramia Village, I
somehow just had this feeling.";
"479c9";"The Goddesses told me in a dream to come
here...";
"47a01";"My last name is Dabbie. I guess Priest
Dabbie is an ancestor of mine. Who knew?";
"47a57";"Adol, my boy! You did it! You really
did it!";
"47a8b";"And we have you to thank for that, Adol.
Words cannot express our gratitude. MY
gratitude...";
"47aef";"This is a time for celebration. We have
overcome the greatest disaster we've
ever faced.";
"47b4f";"...My apologies. I don't mean to bring
down the mood. This is no time for such
depressing talk!";
"47bb5";"But Marle...loved to create. She loved
it more than anything. And she pitied
the demons for what they lacked...";
"47c2b";"They are incapable of creation. All they
are, and all they know, is destruction.";
"47c83";"Demons are controlled by a bottomless
well of evil intent.";
"47cc5";"Back in Burnedbless, when I held the
Black Pearl in my demonic hand...I was
overcome with dark desires.";
"47d33";"But now that I've been a demon myself,
I think I understand.";
"47d77";"I was consumed by sorrow and rage at her
loss, so the idea of pity toward demons
seemed like nonsense.";
"47de5";"...At the time, I simply didn't
understand.";
"47e17";"And with her dying breath, she said
to me, 'I pity the demons.'";
"47e5d";"It was like her blood had stained the
sunset...and as the life slipped from
her body, she struggled to speak...";
"47ed3";"I remember what she said to me that
evening...six months ago, the day she
was taken from this mortal coil...";
"47f47";"...I remembered when my sister was
killed by the demons...";
"47f89";"When I was imprisoned in Burnedbless, I
lost myself in reverie.";
"47fcf";"Magic has vanished from the land, and
with it, so too has the curse placed
upon me.";
48029;"Adol. It's me, Keith. I am...no longer a
demon, so I apologize if my appearance
surprises you.";
"4808f";"We need your courage to help us rebuild
this ravaged land. We need you to keep
us on the right path.";
"480fb";"Please, stay with us here in Esteria.";
48127;"Adol, what you have accomplished here is
the true definition of heroism.";
48177;"You are the one who reclaimed that
right for us from the demons.";
"481bf";"Now we can begin rebuilding. We have
control over our lives once again.";
"4820d";"Without the shadow of the demons looming
over us, people can again stand on their
own two feet.";
48273;"Due to the finality of your victory, I
feel certain that Esteria will see many
changes soon. Positive changes...";
"482eb";"I was standing in front of Darm Tower,
and I saw its summit engulfed in light.
And then...you shot into the sky!";
48363;"Adol, you've really done it.";
48387;"You've brought peace back to Ys.
...Congratulations. You've truly
become a legend in your own time.";
"483f1";"Everyone owes you an amazing debt of
gratitude, Adol. Thank you.";
48439;"It really makes you think...";
"4845d";"And by relying so heavily on the power
of magic, we sowed the seeds of our own
undoing.";
"484bb";"It was made for our prosperity, and so
quickly became a part of our everyday
lives that ultimately, it controlled us.";
48537;"What an astounding power...";
48559;"So, Adol... The magic that spawned the
demons was the same magic that kept Ys
afloat, correct?";
"485bf";"I had to run like mad, and I just barely
made it here in time for that final
battle of yours.";
48623;"I woke up, and LOOKED up...and there it
was! The land of Ys, right in front of
my eyes!";
48681;"In it, the Goddesses appeared before me,
and told me that Ys was returning to the
surface, and I was to go to the Shrine.";
48701;"Like everybody else, I had a really odd
dream before coming here, myself.";
48751;"You did it, Adol!";
48769;"Dogi's really eager to see
you again, by the way!";
"487a1";"Maybe it did, and I somehow came back to
life...";
"487db";"When you were in the midst of the final
battle, I thought my heart was going to
explode.";
